model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize,marka,tax(£),fuel type,engine size,mileage2,fuel type2,engine size2,reference
 GLA Class,2020.0,26880,Semi-Auto,319,Petrol,145.0,44.8,1.6,merc,,,,,,,
 C Class,2016.0,13660,Manual,26682,Diesel,,,2.1,cclass,,,,,,,
 A3,2014.0,13995,Manual,22800,Petrol,30.0,55.4,1.4,audi,,,,,,,
 Kuga,2019.0,20000,Manual,5529,Petrol,145.0,39.2,1.5,ford,,,,,,,
 C Class,2019.0," £25,490",Automatic,"13,101",,,,,unclean cclass,,,£145,61.4,Diesel,2,/ad/25101993
 C-MAX,2016.0,11698,Manual,13800,Petrol,30.0,55.4,1.0,ford,,,,,,,
 C Class,2015.0," £11,689",Manual,"76,472",,,,,unclean cclass,,30,£20,70.6,Diesel,2.1,/ad/25031890
 Focus,2005.0,675,Manual,121000,Petrol,235.0,39.8,2.0,ford,,,,,,,
 3 Series,2017.0,8795,Manual,108190,Diesel,30.0,62.8,2.0,bmw,,,,,,,
 Focus,2020.0,19998,Manual,4000,Diesel,145.0,74.3,1.5,ford,,,,,,,
 E Class,2019.0,28349,Automatic,1450,Petrol,145.0,39.8,2.0,merc,,,,,,,
 S-MAX,2016.0,14500,Manual,42153,Diesel,125.0,56.5,2.0,ford,,,,,,,
 Q5,2019.0,32500,Semi-Auto,5204,Diesel,150.0,55.4,2.0,audi,,,,,,,
 I10,2019.0,9985,Manual,5223,Petrol,,57.6,1.2,hyundi,150.0,,,,,,
 A Class,2018.0,19490,Automatic,7286,Petrol,145.0,53.3,1.3,merc,,,,,,,
 Insignia,2019.0,15999,Manual,10000,Diesel,150.0,53.3,2.0,vauxhall,,,,,,,
 Fiesta,2018.0,15495,Manual,7511,Petrol,145.0,58.9,1.0,ford,,,,,,,
 Golf,2019.0,27490,Semi-Auto,19026,Petrol,145.0,32.8,2.0,vw,,,,,,,
 C Class,2015.0,18191,Semi-Auto,11470,Diesel,,,1.6,cclass,,,,,,,
 C Class,2016.0,24749,Automatic,21118,Diesel,,,2.1,cclass,,,,,,,
 Golf,2019.0,28999,Automatic,1000,Petrol,145.0,32.8,2.0,vw,,,,,,,
 C Class,2014.0,14780,Semi-Auto,59884,Diesel,30.0,64.2,2.1,merc,,,,,,,
 Fiesta,2016.0,9998,Manual,20125,Petrol,0.0,65.7,1.0,ford,,,,,,,
 Focus,2019.0," £28,805",Manual,,,,,,unclean focus,,Petrol,2.3,974,,,/ad/25444712
 Polo,2016.0,9899,Manual,11109,Petrol,20.0,60.1,1.2,vw,,,,,,,
 CLS Class,2014.0,16500,Semi-Auto,53931,Diesel,200.0,46.3,3.0,merc,,,,,,,
 Focus,2017.0," £10,990",Manual,"21,554",,,,,unclean focus,,11,£20,61.4,Petrol,1,/ad/25352088
 Fiesta,2016.0,8450,Manual,29303,Petrol,0.0,65.7,1.0,ford,,,,,,,
 A3,2015.0,10999,Manual,31332,Petrol,30.0,56.5,1.2,audi,,,,,,,
 C Class,2019.0," £25,980",Semi-Auto,"14,284",,,,,unclean cclass,,,£145,61.4,Diesel,2,/ad/25278053
 Auris,2017.0,12250,Manual,13000,Petrol,145.0,58.9,1.2,toyota,,,,,,,
 B Class,2019.0,21990,Manual,50,Petrol,145.0,44.8,1.3,merc,,,,,,,
 Citigo,2016.0,6800,Manual,28314,Petrol,20.0,62.8,1.0,skoda,,,,,,,
 E Class,2019.0,26980,Semi-Auto,13278,Diesel,145.0,67.3,2.0,merc,,,,,,,
 E Class,2019.0,28980,Semi-Auto,13504,Diesel,145.0,58.9,2.0,merc,,,,,,,
 C Class,2016.0,18349,Semi-Auto,22000,Diesel,30.0,64.2,2.1,merc,,,,,,,
 RAV4,2017.0,21998,Automatic,13285,Hybrid,135.0,57.6,2.5,toyota,,,,,,,
 A1,2017.0,12990,Manual,7903,Petrol,145.0,67.3,1.0,audi,,,,,,,
 Focus,2019.0,17390,Manual,3392,Petrol,,,1.0,focus,,,,,,,
 Q2,2018.0,20498,Manual,10005,Petrol,145.0,50.4,1.4,audi,,,,,,,
 C Class,2015.0,13990,Automatic,29000,Diesel,,,2.1,cclass,,,,,,,
,,,,,,,,,unclean focus,,,,,,,
 Focus,2016.0,9999,Manual,42315,Petrol,20.0,60.1,1.0,ford,,,,,,,
 Viva,2019.0,6695,Manual,4415,Petrol,150.0,46.3,1.0,vauxhall,,,,,,,
 Focus,2016.0,8700,Manual,40580,Diesel,0.0,74.3,1.5,ford,,,,,,,
 Up,2016.0,5490,Manual,38000,Petrol,20.0,64.2,1.0,vw,,,,,,,
 Tiguan,2020.0,26699,Semi-Auto,2000,Diesel,145.0,46.3,2.0,vw,,,,,,,
 Aygo,2016.0,6495,Manual,26556,Petrol,0.0,69.0,1.0,toyota,,,,,,,
 Golf,2017.0,14995,Manual,18022,Petrol,145.0,55.4,1.5,vw,,,,,,,
 Polo,2018.0,12000,Manual,15000,Petrol,150.0,64.2,1.0,vw,,,,,,,
 C Class,2019.0,26500,Semi-Auto,3341,Petrol,145.0,45.6,1.5,merc,,,,,,,
 Octavia,2018.0,12999,Semi-Auto,12369,Petrol,145.0,58.9,1.0,skoda,,,,,,,
 Focus,2018.0,11899,Manual,4657,Petrol,145.0,60.1,1.0,ford,,,,,,,
 I20,2016.0,7995,Manual,23500,Petrol,,58.9,1.0,hyundi,20.0,,,,,,
 Corsa,2017.0,9799,Automatic,9619,Petrol,145.0,47.9,1.4,vauxhall,,,,,,,
 Fiesta,2012.0,5495,Manual,58400,Petrol,150.0,48.7,1.0,ford,,,,,,,
 I20,2020.0,12980,Manual,1298,Petrol,,46.3,1.2,hyundi,145.0,,,,,,
 Arteon,2019.0,28995,Automatic,7865,Diesel,145.0,50.4,2.0,vw,,,,,,,
 Arteon,2019.0,28495,Semi-Auto,4820,Petrol,145.0,47.1,2.0,vw,,,,,,,
 Astra,2014.0,5590,Manual,48979,Petrol,125.0,51.4,1.4,vauxhall,,,,,,,
 Passat,2018.0,18999,Automatic,4429,Petrol,145.0,48.7,1.8,vw,,,,,,,
 Kuga,2017.0,13698,Automatic,22669,Petrol,235.0,38.2,1.5,ford,,,,,,,
 Mokka X,2017.0,11250,Manual,20300,Petrol,145.0,47.1,1.4,vauxhall,,,,,,,
 GLC Class,2019.0,32305,Semi-Auto,9678,Diesel,145.0,42.2,2.1,merc,,,,,,,
 CL Class,2015.0,14550,Semi-Auto,30369,Diesel,20.0,62.8,2.1,merc,,,,,,,
 Yeti,2016.0,13000,Semi-Auto,16784,Petrol,125.0,51.4,1.2,skoda,,,,,,,
 Fiesta,2017.0,12495,Automatic,8629,Petrol,145.0,54.3,1.0,ford,,,,,,,
 Fabia,2017.0,8495,Manual,21113,Petrol,20.0,60.1,1.2,skoda,,,,,,,
 C Class,2015.0," £13,995",Automatic,"96,000",,,,,unclean cclass,,31,£30,62.8,Diesel,2.14,/ad/24144700
 Meriva,2016.0,10295,Automatic,35364,Petrol,235.0,39.8,1.4,vauxhall,,,,,,,
 A6,2019.0,28470,Automatic,6015,Diesel,145.0,47.9,2.0,audi,,,,,,,
 C Class,2015.0,16798,Semi-Auto,32409,Diesel,30.0,64.2,2.1,merc,,,,,,,
 Kodiaq,2018.0,20250,Manual,29298,Petrol,145.0,40.9,1.4,skoda,,,,,,,
 Mokka X,2019.0,12698,Manual,16806,Petrol,145.0,39.2,1.4,vauxhall,,,,,,,
 Fiesta,2016.0,7998,Manual,20777,Petrol,125.0,54.3,1.2,ford,,,,,,,
 A4,2020.0,34990,Semi-Auto,3200,Petrol,145.0,42.2,2.0,audi,,,,,,,
 Adam,2016.0,6999,Manual,41672,Petrol,125.0,53.3,1.2,vauxhall,,,,,,,
 Polo,2016.0,13990,Automatic,36137,Petrol,125.0,50.4,1.8,vw,,,,,,,
 S-MAX,2015.0,14450,Semi-Auto,45003,Diesel,125.0,56.5,2.0,ford,,,,,,,
 GLA Class,2015.0,16990,Semi-Auto,26912,Diesel,125.0,56.5,2.1,merc,,,,,,,
 C Class,2016.0,20500,Automatic,16801,Diesel,20.0,67.3,2.1,merc,,,,,,,
 Fabia,2016.0,8995,Semi-Auto,31202,Diesel,0.0,74.3,1.4,skoda,,,,,,,
 Focus,2018.0,12791,Manual,16565,Petrol,145.0,60.1,1.0,ford,,,,,,,
 2 Series,2015.0,19140,Semi-Auto,12117,Petrol,260.0,35.8,3.0,bmw,,,,,,,
 Tiguan Allspace,2019.0,27995,Semi-Auto,7442,Diesel,145.0,38.7,2.0,vw,,,,,,,
 C Class,2019.0,67699,Automatic,544,Petrol,,,4.0,cclass,,,,,,,
 I20,2016.0,8111,Manual,19578,Petrol,,55.4,1.2,hyundi,30.0,,,,,,
 C Class,2019.0," £42,990",Automatic,"5,545",,,,,unclean cclass,,,£145  ,29.7,Petrol,3,/ad/25152267
 A1,2017.0,15490,Semi-Auto,14427,Petrol,150.0,56.5,1.4,audi,,,,,,,
 I10,2019.0,8995,Manual,5000,Petrol,,60.1,1.0,hyundi,145.0,,,,,,
 2 Series,2019.0,23490,Semi-Auto,19,Diesel,145.0,49.6,2.0,bmw,,,,,,,
 A1,2019.0,20350,Manual,2065,Petrol,145.0,46.3,1.5,audi,,,,,,,
 Octavia,2018.0,12995,Manual,15363,Petrol,145.0,57.7,1.5,skoda,,,,,,,
 X1,2020.0,28995,Semi-Auto,1600,Petrol,145.0,37.7,1.5,bmw,,,,,,,
 A3,2017.0,18599,Automatic,14751,Diesel,20.0,72.4,1.6,audi,,,,,,,
 A3,2016.0,21483,Semi-Auto,32272,Petrol,200.0,40.4,2.0,audi,,,,,,,
 Golf,2016.0,12751,Manual,27197,Petrol,30.0,53.3,1.4,vw,,,,,,,
 I20,2019.0,12498,Manual,1023,Petrol,,46.3,1.2,hyundi,145.0,,,,,,
 Yaris,2019.0,11888,Manual,5,Petrol,145.0,47.9,1.5,toyota,,,,,,,
 Tucson,2016.0,12498,Manual,15959,Diesel,,61.7,1.7,hyundi,30.0,,,,,,
 Focus,2018.0,19690,Manual,16000,Petrol,,,2.0,focus,,,,,,,
 E Class,2019.0,35400,Automatic,35,Diesel,145.0,42.8,2.0,merc,,,,,,,
 EcoSport,2018.0,12991,Manual,17123,Petrol,145.0,54.3,1.0,ford,,,,,,,
 1 Series,2016.0,13580,Manual,36994,Petrol,125.0,52.3,1.5,bmw,,,,,,,
 A5,2018.0,20391,Semi-Auto,17929,Diesel,145.0,70.6,2.0,audi,,,,,,,
 Focus,2018.0," £12,399",Manual,"18,227",,,,,unclean focus,,,£145,80.7,Diesel,1500,/ad/25054744
 Corsa,2015.0,5995,Manual,48054,Petrol,125.0,54.3,1.4,vauxhall,,,,,,,
 Aygo,2019.0,9490,Manual,1915,Petrol,145.0,57.7,1.0,toyota,,,,,,,
 Golf,2017.0,16500,Semi-Auto,18939,Petrol,20.0,60.1,1.4,vw,,,,,,,
 Q5,2019.0,30000,Automatic,10021,Diesel,145.0,39.2,2.0,audi,,,,,,,
 Tucson,2017.0,13498,Manual,31927,Diesel,,61.7,1.7,hyundi,30.0,,,,,,
 Golf,2014.0,12290,Semi-Auto,39025,Petrol,20.0,60.1,1.4,vw,,,,,,,
 C-HR,2019.0,25305,Automatic,8897,Hybrid,135.0,74.3,1.8,toyota,,,,,,,
 Golf,2018.0,17290,Semi-Auto,61555,Diesel,150.0,57.7,2.0,vw,,,,,,,
 Fiesta,2018.0,12000,Manual,8230,Petrol,145.0,65.7,1.0,ford,,,,,,,
 Fiesta,2018.0,12495,Manual,22980,Petrol,150.0,58.9,1.0,ford,,,,,,,
 Focus,2019.0,15000,Manual,5842,Diesel,,,1.5,focus,,,,,,,
 Focus,2012.0," £5,000",Manual,"76,000",,,,,unclean focus,,14,£30,56.5,Petrol,999,/ad/25400976
 GLC Class,2019.0,31500,Semi-Auto,8534,Diesel,145.0,44.8,2.0,merc,,,,,,,
 Kamiq,2019.0,20495,Manual,2883,Petrol,145.0,47.1,1.0,skoda,,,,,,,
 2 Series,2017.0,18700,Automatic,17814,Petrol,145.0,47.9,2.0,bmw,,,,,,,
 Scala,2020.0,22499,Manual,642,Diesel,145.0,57.7,1.6,skoda,,,,,,,
 Octavia,2019.0,14390,Manual,12340,Diesel,150.0,67.3,1.6,skoda,,,,,,,
 Golf SV,2019.0,20490,Automatic,4998,Petrol,145.0,42.8,1.5,vw,,,,,,,
 Fiesta,2018.0,11000,Manual,5053,Petrol,150.0,58.9,1.0,ford,,,,,,,
 Focus,2017.0,10490,Manual,34000,Diesel,20.0,70.6,2.0,ford,,,,,,,
 Focus,2018.0,18680,Manual,3300,Petrol,,,2.0,focus,,,,,,,
 C Class,2017.0,18999,Automatic,35649,Diesel,,,2.1,cclass,,,,,,,
 Focus,2017.0,10810,Automatic,30228,Petrol,,,1.0,focus,,,,,,,
 I20,2020.0,12299,Manual,1420,Petrol,,46.3,1.2,hyundi,145.0,,,,,,
 Fabia,2017.0,7692,Manual,40000,Petrol,145.0,64.2,1.0,skoda,,,,,,,
 Focus,2016.0,11495,Manual,8389,Petrol,20.0,60.1,1.0,ford,,,,,,,
 Focus,2015.0,8000,Manual,51194,Diesel,0.0,74.3,1.5,ford,,,,,,,
 4 Series,2017.0,19250,Semi-Auto,14500,Petrol,145.0,48.7,2.0,bmw,,,,,,,
 E Class,2018.0,29401,Semi-Auto,18147,Diesel,145.0,57.7,2.0,merc,,,,,,,
 Golf,2019.0,17490,Manual,6115,Petrol,145.0,47.1,1.5,vw,,,,,,,
 Focus,2019.0," £17,980",Manual,"5,999",,,,,unclean focus,,,£145,49.6,Petrol,999,/ad/25367467
 X1,2017.0,17000,Manual,18000,Diesel,125.0,58.9,2.0,bmw,,,,,,,
 Q3,2017.0,18487,Manual,13133,Petrol,145.0,51.4,1.4,audi,,,,,,,
 GLA Class,2018.0,22300,Semi-Auto,10693,Diesel,145.0,67.3,2.1,merc,,,,,,,
 Focus,2019.0,15495,Manual,12583,Petrol,,,1.0,focus,,,,,,,
 X5,2019.0,49980,Semi-Auto,8143,Diesel,150.0,37.7,3.0,bmw,,,,,,,
 C Class,2019.0,27990,Automatic,5225,Petrol,145.0,47.1,1.5,merc,,,,,,,
 A1,2016.0,11191,Manual,22328,Petrol,30.0,55.4,1.4,audi,,,,,,,
 C Class,2019.0," £34,399",Semi-Auto,"3,353",,,,,unclean cclass,,,£145,55.4,Diesel,2,/ad/25348928
 Focus,2017.0,10200,Manual,43234,Diesel,,,1.5,focus,,,,,,,
 Golf,2014.0,9119,Manual,70065,Diesel,20.0,68.9,2.0,vw,,,,,,,
 Zafira,2017.0,11540,Automatic,28667,Petrol,145.0,40.9,1.4,vauxhall,,,,,,,
 Corsa,2017.0,8495,Manual,21127,Petrol,150.0,54.3,1.4,vauxhall,,,,,,,
 C Class,2018.0,38123,Automatic,8233,Petrol,145.0,29.4,3.0,merc,,,,,,,
 Fiesta,2016.0,7998,Manual,26490,Diesel,0.0,78.5,1.5,ford,,,,,,,
 A4,2017.0,18204,Automatic,32155,Diesel,20.0,67.3,2.0,audi,,,,,,,
 1 Series,2015.0,10000,Manual,35259,Diesel,0.0,83.1,1.5,bmw,,,,,,,
 B Class,2019.0,25799,Automatic,7562,Diesel,145.0,55.4,2.0,merc,,,,,,,
 Corsa,2017.0,8498,Manual,14038,Petrol,150.0,55.4,1.4,vauxhall,,,,,,,
 Golf,2018.0,15000,Manual,29885,Diesel,145.0,61.4,1.6,vw,,,,,,,
 Focus,2017.0," £11,797",Manual,"12,255",,,,,unclean focus,,,£20,60.1,Petrol,1000,/ad/25093228
 B-MAX,2016.0,9995,Semi-Auto,17900,Petrol,160.0,44.1,1.6,ford,,,,,,,
 Fiesta,2015.0,6950,Manual,25559,Petrol,125.0,54.3,1.2,ford,,,,,,,
 RAV4,2018.0,25991,Automatic,13000,Hybrid,140.0,55.4,2.5,toyota,,,,,,,
 Focus,2019.0,16200,Manual,12981,Petrol,,,1.0,focus,,,,,,,
 Focus,2019.0,28730,Manual,6108,Petrol,,,2.3,focus,,,,,,,
 Tucson,2019.0,17980,Manual,12806,Petrol,,34.9,1.6,hyundi,145.0,,,,,,
 C Class,2017.0,21499,Semi-Auto,14750,Petrol,145.0,48.7,2.0,merc,,,,,,,
 C Class,2017.0,14999,Manual,47106,Diesel,,,1.6,cclass,,,,,,,
 Focus,2017.0,12698,Semi-Auto,14876,Petrol,125.0,51.4,1.0,ford,,,,,,,
 Q5,2018.0,29000,Automatic,20527,Petrol,150.0,40.4,2.0,audi,,,,,,,
 Corsa,2020.0,17998,Manual,10,Diesel,150.0,70.6,1.5,vauxhall,,,,,,,
 EcoSport,2019.0,15995,Manual,4357,Petrol,145.0,53.3,1.0,ford,,,,,,,
 C Class,2019.0,28991,Automatic,4000,Petrol,145.0,44.8,1.6,merc,,,,,,,
 GLE Class,2017.0,36999,Semi-Auto,10946,Petrol,305.0,32.8,3.0,merc,,,,,,,
 Focus,2017.0,9698,Manual,23764,Petrol,,,1.0,focus,,,,,,,
 V Class,2017.0,34980,Semi-Auto,6316,Diesel,145.0,45.6,2.2,merc,,,,,,,
 A3,2017.0,13800,Semi-Auto,32106,Diesel,145.0,74.3,1.6,audi,,,,,,,
 Golf,2016.0,17000,Manual,35437,Petrol,20.0,68.9,2.0,vw,,,,,,,
 A4,2019.0,22288,Manual,5654,Petrol,145.0,39.2,2.0,audi,,,,,,,
 A3,2015.0,9999,Manual,72952,Diesel,20.0,68.9,2.0,audi,,,,,,,
 X1,2019.0,28995,Semi-Auto,4524,Petrol,150.0,40.9,1.5,bmw,,,,,,,
 Golf,2019.0,12995,Manual,9247,Petrol,150.0,49.6,1.0,vw,,,,,,,
 A5,2017.0,20990,Manual,40993,Diesel,150.0,65.7,2.0,audi,,,,,,,
 Kuga,2017.0,14698,Automatic,3379,Petrol,235.0,38.2,1.5,ford,,,,,,,
 A4,2019.0,29920,Semi-Auto,5664,Petrol,145.0,35.8,2.0,audi,,,,,,,
 5 Series,2014.0,14790,Semi-Auto,40715,Diesel,30.0,62.8,2.0,bmw,,,,,,,
 Q5,2015.0,23450,Semi-Auto,53646,Diesel,235.0,42.8,3.0,audi,,,,,,,
 Mokka X,2019.0,13498,Manual,9917,Petrol,150.0,39.2,1.4,vauxhall,,,,,,,
 Focus,2012.0,3899,Manual,126000,Diesel,125.0,56.5,2.0,ford,,,,,,,
 Mokka X,2019.0,14399,Manual,9406,Petrol,145.0,39.2,1.4,vauxhall,,,,,,,
 Crossland X,2019.0,15500,Automatic,5276,Petrol,145.0,42.2,1.2,vauxhall,,,,,,,
 GLC Class,2019.0,46076,Automatic,9460,Petrol,145.0,27.4,4.0,merc,,,,,,,
 C Class,2019.0,26480,Semi-Auto,15006,Diesel,145.0,61.4,2.0,merc,,,,,,,
 Kodiaq,2019.0,29900,Automatic,9904,Diesel,150.0,49.6,2.0,skoda,,,,,,,
 Focus,2019.0,18800,Manual,5828,Petrol,145.0,60.1,1.0,ford,,,,,,,
 Grandland X,2019.0,16500,Manual,6459,Petrol,150.0,44.1,1.2,vauxhall,,,,,,,
 RAV4,2014.0,12495,Manual,30726,Diesel,145.0,53.0,2.0,toyota,,,,,,,
 Focus,2019.0,17389,Automatic,10898,Petrol,,,1.0,focus,,,,,,,
 C Class,2015.0," £11,990",Automatic,"47,000",,,,,unclean cclass,,43,£145,53.3,Diesel,2143,/ad/24361041
 Mondeo,2013.0,7995,Automatic,45050,Diesel,160.0,50.4,2.0,ford,,,,,,,
 Fiesta,2017.0,11298,Manual,11806,Petrol,0.0,65.7,1.0,ford,,,,,,,
 Kamiq,2020.0,17495,Manual,1000,Petrol,145.0,49.6,1.0,skoda,,,,,,,
 Octavia,2016.0,10995,Manual,25587,Petrol,30.0,55.4,1.4,skoda,,,,,,,
 Insignia,2019.0,15998,Manual,16429,Diesel,150.0,53.3,2.0,vauxhall,,,,,,,
 Yaris,2016.0,12000,Automatic,25596,Hybrid,0.0,78.0,1.5,toyota,,,,,,,
 Corsa,2019.0,10990,Manual,406,Petrol,145.0,43.5,1.4,vauxhall,,,,,,,
 Caddy Life,2013.0,11495,Semi-Auto,27000,Diesel,165.0,49.6,1.6,vw,,,,,,,
 Q3,2017.0,17000,Manual,41509,Petrol,145.0,49.6,1.4,audi,,,,,,,
 Fiesta,2016.0,8375,Manual,17679,Petrol,125.0,54.3,1.2,ford,,,,,,,
 Golf,2017.0,10490,Manual,43284,Diesel,0.0,74.3,1.6,vw,,,,,,,
 Fiesta,2018.0,15000,Manual,9760,Petrol,150.0,62.8,1.0,ford,,,,,,,
 A5,2019.0,27680,Automatic,4965,Petrol,145.0,39.8,2.0,audi,,,,,,,
 Viva,2016.0,6475,Manual,172,Petrol,20.0,62.8,1.0,vauxhall,,,,,,,
 X3,2015.0,20850,Automatic,36054,Diesel,145.0,54.3,2.0,bmw,,,,,,,
 Q2,2018.0,21850,Manual,10313,Petrol,145.0,50.4,1.4,audi,,,,,,,
 Corsa,2017.0,8298,Manual,11434,Petrol,30.0,54.3,1.4,vauxhall,,,,,,,
 Fiesta,2017.0,8999,Manual,29020,Petrol,150.0,65.7,1.0,ford,,,,,,,
 X5,2019.0,47250,Automatic,6174,Diesel,145.0,37.7,3.0,bmw,,,,,,,
 Mokka X,2018.0,12995,Manual,10305,Petrol,145.0,47.1,1.4,vauxhall,,,,,,,
 C Class,2017.0,14307,Manual,25820,Petrol,125.0,53.3,2.0,merc,,,,,,,
 Edge,2019.0,30000,Automatic,21457,Diesel,145.0,37.2,2.0,ford,,,,,,,
 A1,2016.0,12500,Semi-Auto,38207,Petrol,30.0,56.5,1.4,audi,,,,,,,
 Focus,2016.0,9999,Manual,17907,Diesel,,,1.5,focus,,,,,,,
 Yaris,2017.0,10500,Manual,8987,Petrol,30.0,55.0,1.3,toyota,,,,,,,
 X1,2015.0,10912,Semi-Auto,82455,Diesel,160.0,52.3,2.0,bmw,,,,,,,
 X1,2017.0,17795,Automatic,40787,Diesel,125.0,57.6,2.0,bmw,,,,,,,
 A3,2017.0,16000,Manual,26249,Diesel,30.0,67.3,1.6,audi,,,,,,,
 2 Series,2019.0,21540,Automatic,4802,Diesel,145.0,48.7,2.0,bmw,,,,,,,
 Fiesta,2015.0,10299,Manual,8161,Petrol,0.0,65.7,1.0,ford,,,,,,,
 Focus,2014.0,8000,Semi-Auto,30558,Petrol,165.0,44.8,1.6,ford,,,,,,,
 C Class,2018.0," £39,991",Automatic,"9,000",,,,,unclean cclass,,,£145,29.4,Petrol,3,/ad/25217000
 X2,2019.0,27990,Semi-Auto,4362,Petrol,145.0,39.2,2.0,bmw,,,,,,,
 3 Series,2016.0,15998,Semi-Auto,67915,Diesel,160.0,51.4,3.0,bmw,,,,,,,
 Polo,2016.0,9200,Manual,16393,Petrol,20.0,60.1,1.2,vw,,,,,,,
 Octavia,2018.0,15995,Manual,17901,Diesel,145.0,62.8,2.0,skoda,,,,,,,
 A4,2016.0,12255,Manual,42214,Petrol,125.0,53.3,1.4,audi,,,,,,,
 Q3,2017.0,20000,Automatic,27285,Petrol,145.0,47.9,1.4,audi,,,,,,,
 E Class,2016.0,18037,Semi-Auto,25593,Diesel,125.0,58.9,2.1,merc,,,,,,,
 Focus,2017.0," £13,500",Semi-Auto,"16,856",,,,,unclean focus,,,£145,51.4,Petrol,1,/ad/25234825
 1 Series,2019.0,31791,Semi-Auto,6000,Petrol,150.0,34.5,2.0,bmw,,,,,,,
 Fiesta,2019.0,13450,Manual,9223,Petrol,145.0,58.9,1.0,ford,,,,,,,
 X1,2017.0,20980,Semi-Auto,21330,Petrol,160.0,44.8,2.0,bmw,,,,,,,
 C Class,2019.0," £28,480",Semi-Auto,"2,584",,,,,unclean cclass,,,£145,44.1,Petrol,2,/ad/25277981
 Focus,2019.0,15995,Automatic,14000,Petrol,,,1.0,focus,,,,,,,
 C Class,2017.0," £22,852",Semi-Auto,"21,750",,,,,unclean cclass,,32,£145,67.3,Diesel,2.1,/ad/25252989
 i3,2017.0,21444,Automatic,22063,Hybrid,0.0,470.8,0.0,bmw,,,,,,,
 Aygo,2016.0,7100,Manual,6425,Petrol,0.0,69.0,1.0,toyota,,,,,,,
 Focus,2015.0,9462,Manual,25612,Petrol,,,1.0,focus,,,,,,,
 CL Class,2017.0,18995,Semi-Auto,24231,Diesel,145.0,67.3,2.1,merc,,,,,,,
 1 Series,2016.0,14670,Automatic,26000,Petrol,125.0,54.3,1.5,bmw,,,,,,,
 A3,2014.0,8280,Manual,81457,Diesel,0.0,74.3,1.6,audi,,,,,,,
 A Class,2019.0,17499,Manual,14243,Petrol,145.0,28.5,1.3,merc,,,,,,,
 Focus,2013.0,6495,Manual,53707,Diesel,,,1.6,focus,,,,,,,
 Karoq,2018.0,18950,Automatic,21445,Diesel,145.0,62.8,1.6,skoda,,,,,,,
 X2,2019.0,32130,Semi-Auto,11571,Petrol,145.0,34.0,2.0,bmw,,,,,,,
 2 Series,2019.0,22773,Automatic,153,Diesel,145.0,49.6,2.0,bmw,,,,,,,
 Tiguan,2020.0,27500,Manual,2589,Diesel,145.0,47.9,2.0,vw,,,,,,,
 Aygo,2016.0,5889,Manual,23225,Petrol,0.0,69.0,1.0,toyota,,,,,,,
 Fiesta,2017.0,9000,Manual,15809,Petrol,150.0,65.7,1.0,ford,,,,,,,
 Mokka X,2019.0,15700,Manual,6546,Petrol,145.0,36.7,1.4,vauxhall,,,,,,,
 Golf,2019.0,31890,Automatic,25,Petrol,145.0,32.8,2.0,vw,,,,,,,
 Tucson,2019.0,21490,Manual,101,Petrol,,34.9,1.6,hyundi,145.0,,,,,,
 Santa Fe,2014.0,14995,Semi-Auto,48900,Diesel,,41.5,2.2,hyundi,260.0,,,,,,
 C Class,2019.0," £26,899",Semi-Auto,"1,308",,,,,unclean cclass,,,£145,45.6,Petrol,1.5,/ad/25272596
 B-MAX,2016.0,9186,Manual,19659,Diesel,0.0,74.4,1.5,ford,,,,,,,
 3 Series,2016.0,16995,Semi-Auto,22594,Diesel,30.0,64.2,2.0,bmw,,,,,,,
 Polo,2017.0,7998,Manual,42727,Petrol,20.0,58.9,1.0,vw,,,,,,,
 A Class,2016.0,12400,Semi-Auto,54697,Diesel,20.0,74.3,1.5,merc,,,,,,,
 B Class,2017.0,13991,Semi-Auto,29643,Diesel,20.0,68.9,1.5,merc,,,,,,,
 C Class,2015.0,16592,Semi-Auto,25230,Diesel,,,2.1,cclass,,,,,,,
 Focus,2011.0,5490,Manual,68274,Petrol,145.0,47.9,1.6,ford,,,,,,,
,,,,,,,,,unclean cclass,,,,,,,
 Q3,2018.0,25490,Semi-Auto,9300,Petrol,150.0,45.6,1.4,audi,,,,,,,
 Yaris,2017.0,10990,Automatic,18315,Petrol,145.0,60.1,1.5,toyota,,,,,,,
 Kuga,2019.0,19499,Manual,8987,Diesel,145.0,38.2,2.0,ford,,,,,,,
 Corsa,2016.0,7995,Manual,14500,Petrol,30.0,55.4,1.4,vauxhall,,,,,,,
 Astra,2019.0,13359,Manual,17697,Petrol,150.0,51.4,1.4,vauxhall,,,,,,,
 C Class,2019.0," £32,099",Semi-Auto,724,,,,,unclean cclass,,,£145,64.2,Diesel,2,/ad/25346234
 C Class,2020.0,29990,Semi-Auto,99,Diesel,145.0,64.2,2.0,merc,,,,,,,
 A Class,2018.0,18560,Semi-Auto,14378,Diesel,145.0,65.7,1.5,merc,,,,,,,
 Mokka,2015.0,9499,Automatic,25440,Diesel,150.0,55.4,1.6,vauxhall,,,,,,,
 Tiguan Allspace,2020.0,34250,Semi-Auto,5000,Diesel,145.0,38.7,2.0,vw,,,,,,,
 Scirocco,2017.0,16995,Manual,16452,Diesel,20.0,55.4,2.0,vw,,,,,,,
 Corsa,2015.0,6929,Manual,11362,Petrol,125.0,52.3,1.2,vauxhall,,,,,,,
